,time_boot_ms,roll,pitch,yaw,Roll,Pitch,Yaw,Lat,Lon,vel,alt,time,nord,est,quota,NorthX,EastY
953,807.92,-0.0117917014285922,0.0122454054653644,2.006516933441162,500,5400,21600,482722477,373949173,1967,810.0,826.96,-721.1910240001976,605.2430932361464,664.840871,-24919.045290279995,-30507.895140298693
954,808.399,-0.0160051994025707,0.013719679787755,2.003915786743164,500,5400,21300,482722714,373950175,1958,809.62,827.46,-718.5574800002144,603.9784278982079,664.4642211,-15814.04922621551,-27963.94806103151
955,808.88,-0.0276776142418384,0.0101385861635208,1.9982293844223025,400,5400,21100,482723066,373951681,1960,808.93,827.96,-714.6460560002993,602.077531925133,663.7775712,610.4548797484857,841.516070865014
956,809.361,-0.018459178507328,0.0025340020656585,1.9970577955245967,500,5400,20900,482723301,373952682,1962,808.53,828.46,-712.0347360005758,600.814050896658,663.3809213,-19118.147289953737,-33315.26624030737
957,809.843,-0.0404779948294162,-0.0014514736831188,1.997654676437378,500,5400,20900,482723650,373954187,1992,808.12,828.96,-708.1566480002607,598.914298715212,662.9742714,-9585.857357392002,-16726.95203431685
958,810.322,-0.0216711945831775,-0.0038723312318325,1.986499547958374,500,5400,20900,482723889,373955201,1973,807.68,829.46,-705.5008800000178,597.6343801523961,662.5376213999999,-20031.426140059073,-34154.51903022444
959,810.8,-0.0286572538316249,-0.0087590180337429,1.977917551994324,500,5400,20800,482724232,373956719,1968,807.25,829.96,-701.6894640004818,595.7179860177629,662.1109715,-25294.144092239156,-30840.877913212127
960,811.281,-0.0078510167077183,-0.0090006403625011,1.9784804582595823,500,5400,19700,482724465,373957733,1983,806.95,830.46,-699.1003680002285,594.437912877535,661.8143216000001,-158593.24551714197,-266123.7373375892
961,811.76,-0.0013066409155726,-0.0102131031453609,1.9791163206100464,500,5400,17900,482724821,373959245,1987,806.57,830.96,-695.1444960005836,592.5292854044756,661.4376717,82498.18085064543,138614.6771278368
962,812.242,-0.0037377905100584,-0.0138647742569446,1.988914370536804,500,5400,17000,482725068,373960256,1976,806.42,831.46,-692.3998320000914,591.2532181697718,661.2910218,71109.85036982152,86851.14118363317
963,812.723,0.0055947434157133,-0.0156128630042076,1.9894732236862185,400,5400,18300,482725426,373961758,1960,806.21,831.96,-688.4217360001867,589.3572228235388,661.0843719000001,598.8089389270696,802.4839075548648
964,813.199,0.015330514870584,-0.0172574557363986,1.9882911443710327,400,5400,20100,482725666,373962758,1960,806.17,832.46,-685.7548560006035,588.0949155725357,661.0477218999999,-611.3594233327029,-843.0689544332737
